ID,Average of retweet_count,Average of favorite_count,bot_type,#of_friends,#of_followers,status_num,default_profile,geo_enabled,default_profile_image
390471074,38.21428571,0.285714286,fake_follower,701,16,14,0,0,0
391017238,0,1,fake_follower,0,6,3,1,0,0
393352485,0.076,0.096,spam bot,0,1046,9544,0,0,0
395458764,0,0.036,fake_follower,0,5,6804,1,0,0
398813548,4.526315789,0,fake_follower,439,50,19,1,1,0
400069220,0.1,0.2,fake_follower,6,11,20,1,0,0
401190123,0,0.028,fake_follower,0,5,402,1,0,0
401287742,382,0,fake_follower,0,5,1,1,0,0
407185445,0,0,spam bot,260,290,177,0,1,0
407371142,0,0.09375,fake_follower,669,17,33,0,1,0
411288201,0,7,fake_follower,420,2,1,0,0,0
413650968,0,0.2,fake_follower,0,6,15,1,1,0
419862060,1236.101449,0.275362319,scam bot,0,25,73,1,0,0
420658286,3.983471074,0.041322314,fake_follower,0,17,124,0,0,0
422415442,0,0,fake_follower,0,6,6,1,0,0
422510662,4962.115385,0,scam bot,9,5,28,1,1,0
430175527,0.008,0.036,spam bot,525,439,20394,0,0,0
430928749,0.016,0.052,spam bot,25,1016,57554,0,0,0
433495525,2226.089552,0.119402985,fake_follower,1154,16,90,1,0,0
434727810,1.113360324,1.182186235,spam bot,9171,10003,2542,0,0,0
434775697,0.681818182,1.070247934,spam bot,6386,9110,1067,0,0,0
434795107,5.076305221,1.180722892,spam bot,9442,10135,2670,0,0,0
435591257,0,2.333333333,fake_follower,0,7,3,1,0,0
448310199,0,0.032,fake_follower,434,16,550,1,1,0
451920644,18.23033708,0.028089888,fake_follower,576,47,182,0,0,0
455075718,0,0.02020202,spam bot,172,221,99,0,1,0
456934703,0.016,0.016,spam bot,1347,579,19936,0,0,0
456939896,0.012,0.028,spam bot,1302,564,20398,0,0,0
457013718,50.9375,0.25,fake_follower,973,13,16,0,0,0
458941316,304.5281385,0.264069264,spam bot,0,116,1937,0,0,0
461290098,101.8035714,0.330357143,scam bot,0,50,120,0,0,0
465325633,0.116,0.408,spam bot,8288,7479,3653,0,0,0
465393290,1.168,0.5,spam bot,7237,6512,3604,0,0,0
465405613,1.205645161,0.443548387,spam bot,7308,6547,3599,0,0,0
465418896,2.036,0.416,spam bot,6661,5991,3671,0,0,0
465431259,0.305220884,0.947791165,spam bot,14824,13823,935,0,0,0
466109264,0.628,1.052,spam bot,12391,11559,3557,0,0,0
466139143,0.211382114,0.552845528,spam bot,7602,6904,922,0,0,0
466161043,3.951219512,2.349593496,spam bot,16376,15976,819,0,0,0
466189857,14,0,spam bot,8783,8031,8,0,0,0
466221249,0.748987854,2.012145749,spam bot,13858,13439,3033,0,0,0
466241419,33.8,0,spam bot,7499,7012,11,0,0,0
466267904,0.452,0.952,spam bot,8372,7124,2590,0,0,0
466272878,0.872427984,2,spam bot,19172,18901,971,0,0,0
466289763,1.64,0.44,spam bot,7496,6636,3702,0,0,0
466293888,1.273092369,3.224899598,spam bot,11957,11390,2298,0,0,0
466295605,0.763052209,0.746987952,spam bot,8729,8102,3451,0,0,0
466309651,1.570281124,0.927710843,spam bot,7085,7010,3401,0,0,0
466310732,0.86746988,0.522088353,spam bot,10422,9139,3502,0,0,0
466314172,1.12345679,1.613168724,spam bot,15416,14679,1125,0,0,0
466365951,1.760162602,4.227642276,spam bot,0,14109,2340,0,0,0
466366851,1.564516129,1.25,spam bot,12847,11962,3642,0,0,0
466372053,1.136546185,0.915662651,spam bot,10796,9965,3396,0,0,0
466379768,1.656,0.824,spam bot,7183,7449,3621,0,0,0
466386773,5,0,spam bot,9813,9399,4,0,0,0
466387081,3.58,0.368,spam bot,6635,5928,3595,0,0,0
466395857,9.692307692,0.153846154,spam bot,8975,11431,16,0,0,0
466409574,1.128,0.556,spam bot,5446,4765,3440,0,0,0
466415815,2.996,0.612,spam bot,9667,8451,3607,0,0,0
466485845,0.884,1.392,spam bot,9289,8577,3629,0,0,0
466602487,0,0,scam bot,90,2,17,1,1,0
467095185,4.036585366,3.134146341,spam bot,17107,17044,973,0,0,0
467105761,0.156,0.152,spam bot,669,855,3318,0,0,0
467109176,1.048979592,2.195918367,spam bot,16080,17153,872,0,0,0
467110763,1,0,spam bot,10229,10235,3,0,0,0
467132777,3.092,0,spam bot,8616,8372,2400,0,0,0
467136996,0.24,0.836,spam bot,10791,10361,3457,0,0,0
467153239,3.116935484,0.475806452,spam bot,7294,6806,3575,0,0,0
467180613,1.352226721,2.834008097,spam bot,14253,13937,2446,0,0,0
468059646,0.75502008,0.345381526,spam bot,7434,6680,3507,0,0,0
468099552,13.53556485,0.30125523,spam bot,7024,6278,952,0,0,0
468126635,0.97188755,0.546184739,spam bot,5663,5528,3522,0,0,0
468129657,0.530120482,0.365461847,spam bot,6298,6777,3523,0,0,0
468155641,2.148594378,0.389558233,spam bot,6462,5706,3567,0,0,0
468691190,9804.87234,0.127659574,scam bot,0,20,51,1,0,0
469178446,0,3.5,fake_follower,0,5,2,1,0,0
470080932,3238.860465,0.046511628,scam bot,0,10,44,1,0,0
475035176,123.0843373,0.168674699,fake_follower,665,34,439,0,0,0
479896389,0.02,0.012,spam bot,281,192,1157,1,0,0
481767405,98.46875,0.15625,scam bot,277,151,98,1,0,0
486647349,0.519230769,0.269230769,fake_follower,0,780,54,1,0,0
509680266,3,0,spam bot,6227,5516,6,0,0,0
512084670,92.612,0,fake_follower,0,11,652,1,0,0
514736144,0,0.181818182,fake_follower,1524,22,23,1,0,0
516315537,1387.92233,0.116504854,scam bot,0,31,110,1,0,0
520998731,0.016,0.036,spam bot,1433,545,20084,0,0,0
522334559,0.008,0.008,spam bot,1395,611,20462,0,0,0
522574094,0.012195122,0.036585366,spam bot,1471,529,18952,0,0,0
531130708,0.02,0.048,spam bot,613,852,23598,1,0,0
531134291,0.092050209,0.050209205,spam bot,944,550,21307,1,0,0
531134893,0.016,0.064,spam bot,1601,643,18628,1,0,0
531135197,0.016,0.032,spam bot,528,478,22063,1,0,0
531137422,0.016,0.02,spam bot,819,460,19921,1,0,0
531138997,0.016,0.04,spam bot,1678,667,19398,1,0,0
531141808,0.012,0.036,spam bot,1002,838,23156,1,0,0
531141814,0.012,0.044,spam bot,1754,595,20019,1,0,0
531144512,0.165289256,0.033057851,spam bot,534,522,22489,1,0,0
531146284,0.093495935,0.044715447,spam bot,974,569,22953,1,0,0
531148316,0.012,0.028,spam bot,1420,775,22098,1,0,0
531148975,0.016,0.032,spam bot,1044,815,20036,1,0,0
531151339,0.098765432,0.053497942,spam bot,1153,578,21722,1,0,0
531152071,0.056680162,0.068825911,spam bot,987,526,25523,1,0,0
531153134,0.008,0.04,spam bot,1212,853,19782,1,0,0
531154412,0.012,0.04,spam bot,1490,961,21100,1,0,0
531154466,0.132478632,0.017094017,spam bot,993,521,23243,1,0,0
531155971,0.097959184,0.102040816,spam bot,556,476,22313,1,0,0
531156196,0.012,0.02,spam bot,1150,605,23903,1,0,0
531157556,0.008,0.028,spam bot,511,746,23342,1,0,0
531158939,0.116,0.024,spam bot,810,668,21569,1,0,0
531160150,0.012,0.048,spam bot,1330,688,22188,1,0,0
531165847,0.02,0.036,spam bot,503,570,19364,1,0,0
531166864,0.024,0.032,spam bot,1080,841,24746,1,0,0
531167072,0.024,0.036,spam bot,1459,1029,21906,1,0,0
531170783,0.008,0.012,spam bot,820,537,18389,1,0,0
531170807,0.012,0.02,spam bot,482,428,21256,1,0,0
531217335,0.012,0.02,spam bot,589,468,21224,1,0,0
531218934,0.012,0.044,spam bot,1077,557,19905,1,0,0
531219372,0.028,0.036,spam bot,851,900,24161,1,0,0
531230127,0.012,0.016,spam bot,963,649,22171,1,0,0
531237552,0.012,0.02,spam bot,914,838,21596,1,0,0
531240150,0.032,0.112,spam bot,935,574,23341,1,0,0
531250998,0.112,0.028,spam bot,1404,1078,23622,1,0,0
535781152,0.112,0.016,spam bot,1172,914,21485,0,0,0
538453053,242.75,0,scam bot,0,10,37,0,0,0
539052577,1.936,0.452,spam bot,5810,5939,3580,0,0,0
539157095,0.208,0.62,spam bot,8326,7718,3660,0,0,0
542163896,1.54,0.452,spam bot,5638,5269,3510,0,0,0
542412215,2497.333333,0.277777778,fake_follower,51,4,18,1,0,0
545647644,115.7391304,0.130434783,fake_follower,575,2,23,0,0,0
545708233,2.277108434,0.714859438,spam bot,4826,4052,2854,0,0,0
548300100,0.004,0.016,fake_follower,799,13,518,1,0,0
549394334,14.82186235,0.259109312,spam bot,4269,2478,13644,1,0,0
559842571,0.631578947,0.408906883,spam bot,5201,4276,3711,1,0,0
569193926,49.23076923,0,scam bot,0,1,13,1,0,0
569994470,2861.299363,3.426751592,fake_follower,73,31,157,1,0,0
570726762,0.737903226,1.383064516,spam bot,4964,5003,5147,1,0,0
576226470,0.710843373,1.072289157,spam bot,6596,6109,4305,1,0,0
576917802,3.312,0.872,spam bot,9478,8656,9097,1,0,0
580925947,1.332,1.804,spam bot,13139,11750,8538,1,0,0
585411607,0.469879518,0.975903614,spam bot,5128,4250,4512,1,0,0
585624973,0.959677419,2.225806452,spam bot,7684,6446,5650,1,0,0
585856581,0.838709677,2.290322581,spam bot,9796,8422,3977,1,0,0
585956153,1.348,0.776,spam bot,10373,10979,10779,1,0,0
586123464,0.777327935,1.210526316,spam bot,7798,6588,5133,1,0,0
605294402,0,3,fake_follower,0,3,1,0,0,0
613617309,5.445783133,2.83935743,spam bot,16312,13798,2577,0,0,0
616211479,99.26865672,0.014925373,fake_follower,559,26,67,1,0,0
617486653,0.038461538,0,fake_follower,242,4,26,1,0,0
619027215,1.185483871,2.866935484,spam bot,12883,12859,2494,0,0,0
621555892,0,0,fake_follower,241,1,29,1,0,0
626820204,0,0.666666667,fake_follower,0,8,3,0,0,0
703914774,0,0,spam bot,209,290,295,0,1,0
707991344,0.04,0.036,spam bot,1583,389,17219,1,0,0
711479551,0.016,0.012,spam bot,1467,309,16364,1,0,0
711494346,0.186721992,0.020746888,spam bot,554,475,18105,1,0,0
711547033,0.086419753,0.024691358,spam bot,1729,563,19888,1,0,0
721305198,72.125,0.041666667,scam bot,340,14,27,1,0,0
766190970,110.1359649,0.013157895,scam bot,302,32,262,1,0,0
773903504,0,0,fake_follower,170,6,26,1,0,0
817101949,1636.197368,0.065789474,scam bot,0,17,80,1,0,0
845770021,69.18181818,0.272727273,fake_follower,0,1,11,1,0,0
869150966,6.726027397,0.904109589,fake_follower,0,1495,73,0,0,0
909766628,306.5526316,0.289473684,fake_follower,0,28,38,1,0,0
915389299,427.2857143,0.047619048,scam bot,6,12,23,0,0,1
926780918,0.072,0.1,spam bot,786,686,2030,0,0,0
949652516,0.085714286,0.028571429,spam bot,531,560,23072,1,0,0
956473088,0.024,0.04,spam bot,578,603,98272,0,0,0
962735887,0.027027027,0.040540541,spam bot,164,46,74,1,1,0
968615329,473.825,0.1625,scam bot,400,51,89,1,0,0
969672378,1554.403846,1.096153846,scam bot,242,19,56,1,0,0
982414274,0.012396694,0.041322314,spam bot,1356,416,21709,1,0,0
1013031680,0.024,0.02,spam bot,1289,520,15005,1,0,0
1013213588,679.8823529,0,fake_follower,762,9,17,1,0,0
1021573561,0.048,0.272,spam bot,169,192,1577,1,0,0
1103129532,1137.673077,0,scam bot,0,5,55,1,0,0
1103573989,2617.942857,0.114285714,scam bot,0,5,36,1,0,0
1119638359,0.328,0,spam bot,88,20,3903,0,0,0
1124807293,0.037037037,0.148148148,fake_follower,206,8,27,1,0,0
1127237954,0,0.173913043,fake_follower,220,4,23,1,0,0
1129940900,0.071428571,0.142857143,fake_follower,181,4,14,1,0,0
1169254332,0.012,0.04,spam bot,1017,386,20368,1,0,0
1174403390,0,0.04,fake_follower,152,9,25,1,0,0
1174413920,713.5238095,0.095238095,fake_follower,158,5,21,1,0,0
1174804556,599.28,0.04,fake_follower,159,3,25,1,0,0
1190158771,0.04,0.028,spam bot,1585,336,19615,1,0,0
1207835467,0,0,fake_follower,30,1,4,1,0,0
1208229229,0,0,fake_follower,36,1,4,1,0,0
1273211215,0.477732794,1.263157895,spam bot,1861,2930,3309,0,0,0
1303391600,0.646341463,0.975609756,spam bot,3443,3555,5220,1,1,0
1367040230,0,0,fake_follower,19,1,1,1,0,0
1369249873,0,0,fake_follower,26,0,2,1,0,0
1369408290,0,0,fake_follower,27,0,7,1,0,0
1369480706,0,0,fake_follower,28,0,3,1,0,0
1370348599,0,0,fake_follower,20,1,2,1,0,0
1372026204,0.168,0.244,spam bot,3514,11145,27271,0,0,0
1372882284,28.10040161,0.02811245,spam bot,545,492,1959,1,0,0
1373641104,0,0,fake_follower,15,0,2,1,0,0
1380853662,0,0,fake_follower,14,0,1,1,0,0
1382419244,0,0,fake_follower,13,0,2,1,0,0
1386549638,0,0,fake_follower,15,0,2,1,0,0
1387393236,0,0,fake_follower,16,0,2,1,0,0
1388028872,0,0,fake_follower,12,0,1,1,0,0
1388819528,0,0,fake_follower,17,3,1,1,0,0
1391622127,0,0,fake_follower,14,0,2,1,0,0
1424964542,0.812,0.86,spam bot,357,993,2256,0,0,0
1517148602,0.292,0.108,spam bot,543,207,5622,1,1,0
1518824575,676.0555556,0,scam bot,0,1,19,1,0,0
1532898176,0,0,scam bot,0,0,4,1,0,0
1536537319,14.236,0.06,spam bot,1109,546,3942,0,1,0
1568510904,516.6439791,0.047120419,scam bot,0,29,214,1,0,0
1580244270,0.028,0.036,spam bot,84,6416,41360,0,0,0
1699325190,0.016,0.048,spam bot,1625,249,18028,0,0,0
1703777425,1640.346154,0.038461538,scam bot,0,2,30,1,0,0
1857062660,383.703125,0.328125,scam bot,0,15,68,1,0,0
1858638313,0.048,0.04,spam bot,972,177,1106,0,0,0
1870952172,0,0,scam bot,25,0,5,0,0,0
1907435238,0.048,0.004,spam bot,205,515,44766,0,0,0
2183757256,0.02,0.02,spam bot,729,240,1071,0,0,0
2212593386,38.89325843,0.033707865,spam bot,191,58,178,0,0,0
2231823601,0.008,0.02,spam bot,86,23,294,0,0,0
2234906166,134.9221311,0.446721311,scam bot,370,136,349,1,1,0
2260177964,2274.068182,0,scam bot,310,22,51,1,0,0
2262529256,4034.4,0.2,scam bot,395,92,854,1,0,0
2263955958,262.5111111,0.111111111,scam bot,0,5,48,1,0,0
2264854836,2951.253731,0.149253731,scam bot,0,19,71,1,0,0
2266193642,8.185714286,0.05,spam bot,0,80,140,0,0,0
2268586645,4.4,1.383673469,spam bot,5757,7388,2584,0,0,0
2268606518,0.285140562,0.947791165,spam bot,72,100,2289,0,0,0
2268625764,5.862348178,4.089068826,spam bot,12812,13927,2788,0,0,0
2274254095,4.662601626,1.191056911,spam bot,7054,8487,2716,0,0,0
2277224702,0.911646586,1.763052209,spam bot,7664,8397,2597,0,0,0
2281419193,0.558232932,1.212851406,spam bot,3333,3920,2557,0,0,0
2281719673,1.131687243,2.70781893,spam bot,3740,5778,2537,0,0,0
2348957142,0.036764706,0.058823529,spam bot,186,31,136,0,0,0
2350056632,0.032258065,0.112903226,spam bot,190,32,124,0,0,0
2350477716,0.038461538,0.030769231,spam bot,184,37,130,0,0,0
2350916618,0.070921986,0.070921986,spam bot,185,36,141,0,0,0
2350961034,0.042372881,0.059322034,spam bot,173,30,118,0,0,0
2351219077,0.027272727,0.072727273,spam bot,179,35,110,0,0,0
2351559656,63.06617647,0.029411765,spam bot,845,120,136,0,0,0
2351824118,20.37068966,0.232758621,spam bot,818,110,116,0,0,0
2351935423,0.031007752,0.031007752,spam bot,184,30,129,0,0,0
2352008196,24.33566434,0.034965035,spam bot,1295,139,143,0,0,0
2352067280,62.74820144,0.043165468,spam bot,1029,182,140,0,0,0
2352110226,0.04379562,0.03649635,spam bot,190,27,137,0,0,0
2352158130,0.03030303,0.037878788,spam bot,187,35,132,0,0,0
2352159972,0.031914894,0.031914894,spam bot,175,34,94,0,0,0
2352187580,1060.176471,0,spam bot,839,124,2517,0,0,0
2352207456,0.025641026,0.05982906,spam bot,194,36,117,0,0,0
2352247068,0.02238806,0.082089552,spam bot,167,33,134,0,0,0
2352702752,0.043478261,0.050724638,spam bot,183,31,138,0,0,0
2352739142,0.008547009,0.017094017,spam bot,179,72,117,0,0,0
2352828182,0.056451613,0.064516129,spam bot,185,26,124,0,0,0
2352831228,0.045454545,0.060606061,spam bot,191,45,132,0,0,0
2352846920,3.023622047,0.094488189,spam bot,1105,102,127,0,0,0
2353047476,0.026315789,0.035087719,spam bot,186,36,114,0,0,0
2353260758,0.042735043,0.051282051,spam bot,199,33,117,0,0,0
2353351447,0.022556391,0.067669173,spam bot,157,26,133,0,0,0
2353400918,19.13636364,0.058441558,spam bot,881,99,154,0,0,0
2353562042,19.42758621,0.055172414,spam bot,702,92,145,0,0,0
2353568059,57.77852349,0.060402685,spam bot,584,73,149,0,0,0
2353578306,0.026143791,0.058823529,spam bot,187,39,153,0,0,0
2353624196,3.920863309,0.136690647,spam bot,1311,148,139,0,0,0
2353718966,0.057377049,0.081967213,spam bot,163,31,122,0,0,0
2354063478,0,0.042735043,spam bot,197,31,117,0,0,0
2354069323,0.043478261,0.036231884,spam bot,191,28,138,0,0,0
2354084184,0.045454545,0.037878788,spam bot,170,35,132,0,0,0
2354116309,0.02,0.04,spam bot,174,33,100,0,0,0
2354194003,0.03968254,0.063492063,spam bot,173,31,126,0,0,0
2354254531,0.0078125,0.03125,spam bot,176,30,128,0,0,0
2354667518,0.044776119,0.044776119,spam bot,177,30,134,0,0,0
2354826618,0.035714286,0.035714286,spam bot,168,36,112,0,0,0
2354846455,68.30827068,0.090225564,spam bot,1198,122,134,0,0,0
2355003306,0.045454545,0.068181818,spam bot,162,30,132,0,0,0
2355068754,0.05,0.05,spam bot,175,32,120,0,0,0
2355678560,0.082644628,0.066115702,spam bot,188,26,121,0,0,0
2355838308,0.008333333,0.05,spam bot,193,26,120,0,0,0
2355860940,0.059701493,0.029850746,spam bot,173,35,134,0,0,0
2355930697,58.5703125,0.0859375,spam bot,823,118,128,0,0,0
2356086913,0.025862069,0.051724138,spam bot,181,34,116,0,0,0
2356197007,0.067961165,0.106796117,spam bot,173,31,103,0,0,0
2356911834,0.025641026,0.025641026,spam bot,181,31,117,0,0,0
2356992192,0.01980198,0.069306931,spam bot,162,23,101,0,0,0
2357047370,0.020618557,0.030927835,spam bot,177,33,97,0,0,0
2357051431,0.075471698,0.047169811,spam bot,171,43,106,0,0,0
2357317176,0.033057851,0.05785124,spam bot,191,27,121,0,0,0
2357427223,22.46902655,0.03539823,spam bot,888,119,113,0,0,0
2357496132,4.666666667,0.042735043,spam bot,0,78,117,0,0,0
2357889667,0.04587156,0.036697248,spam bot,175,41,109,0,0,0
2357907529,0.034482759,0.068965517,spam bot,176,36,116,0,0,0
2358098166,64.37288136,0.042372881,spam bot,899,112,118,0,0,0
2358208177,0.02173913,0.065217391,spam bot,182,30,92,0,0,0
2358250249,0.047619048,0.05952381,spam bot,177,35,84,0,0,0
2358663804,0.05,0.075,spam bot,170,34,120,0,0,0
2358710996,0.044642857,0.035714286,spam bot,183,25,112,0,0,0
2359711226,0.048780488,0.073170732,spam bot,181,29,82,0,0,0
2360091846,0.056818182,0.056818182,spam bot,173,21,88,0,0,0
2360182716,0.028846154,0.067307692,spam bot,175,35,104,0,0,0
2360206722,0.034188034,0.076923077,spam bot,154,33,117,0,0,0
2360228768,17.69230769,0.085470085,spam bot,803,102,117,0,0,0
2360251669,0.043103448,0.043103448,spam bot,184,30,116,0,0,0
2360482604,0.034090909,0.068181818,spam bot,161,24,88,0,0,0
2360648678,21.92792793,0.153153153,spam bot,628,85,112,0,0,0
2361319741,0.071428571,0.06122449,spam bot,168,22,98,0,0,0
2361352586,0.033707865,0.033707865,spam bot,164,37,89,0,0,0
2361587412,0.071428571,0.05952381,spam bot,167,40,84,0,0,0
2361675468,0.081395349,0.093023256,spam bot,150,33,86,0,0,0
2361700004,0.025,0.0625,spam bot,155,32,80,0,0,0
2361704293,0.032258065,0.129032258,spam bot,165,35,93,0,0,0
2362227691,0.040816327,0.091836735,spam bot,181,43,98,0,0,0
2362315692,0.022727273,0.022727273,spam bot,165,26,88,0,0,0
2362425720,0.066037736,0.066037736,spam bot,178,40,106,0,0,0
2362544011,0.019417476,0.029126214,spam bot,153,18,103,0,0,0
2362599654,85.21505376,0.150537634,spam bot,772,153,93,0,0,0
2362667418,0.038095238,0.133333333,spam bot,171,29,105,0,0,0
2363203543,0.019607843,0.049019608,spam bot,169,43,102,0,0,0
2363279784,0.03030303,0.050505051,spam bot,183,26,99,0,0,0
2363464135,0,0.04587156,spam bot,164,39,109,0,0,0
2363606850,29.77586207,0.051724138,spam bot,992,141,117,0,0,0
2363643973,0.038834951,0.029126214,spam bot,164,29,103,0,0,0
2364065282,0.034782609,0.060869565,spam bot,181,39,115,0,0,0
2364236432,0.010526316,0.052631579,spam bot,182,37,95,0,0,0
2364278676,0.057142857,0.057142857,spam bot,182,25,105,0,0,0
2366113250,0.049019608,0.019607843,spam bot,176,26,102,0,0,0
2366546125,0.089430894,0.06504065,spam bot,163,24,123,0,0,0
2366559954,0.03539823,0.03539823,spam bot,185,40,113,0,0,0
2366598108,0.027777778,0.027777778,spam bot,166,30,108,0,0,0
2368471386,0.019047619,0.057142857,spam bot,183,28,105,0,0,0
2368720850,0.021052632,0.063157895,spam bot,195,33,95,0,0,0
2370390223,25.44029851,0.111940299,spam bot,1236,191,134,0,0,0
2370729744,10.40833333,0.108333333,spam bot,919,106,121,0,0,0
2370793416,0.041666667,0.1,spam bot,172,37,120,0,0,0
2370874855,0.035714286,0.053571429,spam bot,173,28,112,0,0,0
2371056121,0.045045045,0.081081081,spam bot,171,50,111,0,0,0
2371108268,0.054545455,0.036363636,spam bot,171,42,110,0,0,0
2372253000,0.056074766,0.018691589,spam bot,152,23,107,0,0,0
2372328596,0.064220183,0.04587156,spam bot,188,33,109,0,0,0
2372355884,0.024,0.04,spam bot,157,28,125,0,0,0
2372365974,0.050847458,0.042372881,spam bot,190,25,118,0,0,0
2372957832,0.025423729,0.059322034,spam bot,197,44,118,0,0,0
2372968790,0.033057851,0.041322314,spam bot,165,23,121,0,0,0
2374328761,0.109756098,0.073170732,spam bot,159,19,82,0,0,0
2374446264,0.077669903,0.067961165,spam bot,169,28,103,0,0,0
2374553130,0.066666667,0.04,spam bot,159,23,75,0,0,0
2375209765,0.032967033,0.021978022,spam bot,167,32,91,0,0,0
2375595570,0.086956522,0.152173913,spam bot,173,31,92,0,0,0
2376970520,0.08988764,0.078651685,spam bot,180,35,89,0,0,0
2377108531,0.030612245,0.06122449,spam bot,155,36,98,0,0,0
2377935157,0.023809524,0.047619048,spam bot,168,29,84,0,0,0
2378476622,0.023255814,0.046511628,spam bot,174,17,86,0,0,0
2378812603,0.034482759,0.08045977,spam bot,157,26,87,0,0,0
2379702133,0.02739726,0.01369863,spam bot,163,41,73,0,0,0
2380383847,0.065789474,0.092105263,spam bot,173,23,76,0,0,0
2380732760,0.048076923,0.057692308,spam bot,150,35,104,0,0,0
2380735502,0.02173913,0.043478261,spam bot,164,23,92,0,0,0
2380870878,0.037974684,0.037974684,spam bot,151,24,79,0,0,0
2380880329,0.057471264,0.034482759,spam bot,145,27,87,0,0,0
2381212399,0.051282051,0.025641026,spam bot,142,22,78,0,0,0
2381447276,0.054054054,0.121621622,spam bot,153,33,74,0,0,0
2382299202,0.054054054,0.067567568,spam bot,180,41,74,0,0,0
2382480786,0.045454545,0.034090909,spam bot,147,22,88,0,0,0
2382818402,0.024691358,0.061728395,spam bot,164,25,81,0,0,0
2383162592,0.022727273,0.034090909,spam bot,176,26,88,0,0,0
2383403694,0.054054054,0.108108108,spam bot,141,32,74,0,0,0
2383725247,0.009803922,0.039215686,spam bot,175,27,102,0,0,0
2384187024,0.032967033,0.043956044,spam bot,172,35,91,0,0,0
2384243040,0.042253521,0.028169014,spam bot,160,38,71,0,0,0
2384614712,0.032608696,0.108695652,spam bot,161,27,92,0,0,0
2384657844,0.012048193,0.012048193,spam bot,157,22,83,0,0,0
2384784373,0.01369863,0.04109589,spam bot,160,30,73,0,0,0
2384832716,411.6105263,0.157894737,spam bot,489,96,95,0,0,0
2385017492,19.20879121,0.043956044,spam bot,900,70,91,0,0,0
2386012454,0.012195122,0.097560976,spam bot,142,31,82,0,0,0
2386538774,0.061728395,0.111111111,spam bot,154,31,81,0,0,0
2391867347,2.977272727,0.409090909,spam bot,43,7,45,1,1,0
2392882105,0.012,0.008,spam bot,84,20,795,0,0,0
2448331436,302.8842593,0.222222222,scam bot,0,38,266,1,0,0
2495663488,1575.048193,0.43373494,scam bot,0,0,85,1,0,0
2558753784,0.008,0.016,spam bot,38,41,2770,0,0,0
2577279787,0.032,0.016,spam bot,128,191,35948,0,0,0
2579207780,0.012,0.032,spam bot,66,147,9074,0,0,0
2579211932,0.028,0.076,spam bot,48,107,8187,0,0,0
2580232604,0.008,0.032,spam bot,115,213,13453,0,0,0
2580268597,0.024,0.056,spam bot,122,215,13570,0,0,0
2580592724,3704.863636,0.090909091,scam bot,0,4,24,1,0,0
2581844526,0.016,0.044,spam bot,113,208,14869,0,0,0
2583735798,0.02,0.036,spam bot,80,248,9162,0,0,0
2615946960,0.008,0.036,spam bot,189,226,27003,0,0,0
2645582425,0.028,0.076,spam bot,82,243,17203,0,0,0
2645788448,0,0.108,spam bot,86,198,11188,0,0,0
2647655401,0,0.02,spam bot,137,189,49175,0,0,0
2677641872,0.016,0.028,spam bot,89,267,13377,0,0,0
2677896769,0.012,0.02,spam bot,60,137,5317,0,0,0
2700434262,0.008,0.004,spam bot,92,113,74785,0,0,0
2723773225,0.016,0.024,spam bot,89,119,19236,0,0,0
2732397842,0.004,0,spam bot,56,104,22150,0,0,0
2732446718,0,0,spam bot,86,66,11805,0,0,0
2766113040,0.032128514,0.076305221,spam bot,28,40,4958,1,0,0
2766137106,0.004,0.072,spam bot,57,73,6170,0,0,0
2766181627,0.016,0.06,spam bot,44,115,8231,1,0,0
2785373829,0.02,0.028,spam bot,30,224,32451,0,0,0
2786138968,0.012,0.04,spam bot,44,176,64849,0,0,0
2786184251,0.028,0.088,spam bot,12,68,35757,0,0,0
2786192464,0.008,0.012,spam bot,30,132,41375,0,0,0
2786943825,0.008,0.012,spam bot,84,199,51966,0,0,0
2786980305,0.032,0.04,spam bot,60,179,53691,0,0,0
2787014584,0.016,0.032,spam bot,25,195,34197,0,0,0
2787053566,0.008,0.048,spam bot,45,215,36992,0,0,0
2787057239,0.036,0.036,spam bot,78,341,69127,0,0,0
2790626649,1938.5,0,scam bot,120,16,11,1,0,0
2791704203,0.012,0.032,spam bot,93,298,37742,0,0,0
2813786985,0.008,0.032,spam bot,11,46,46211,1,0,0
2814135472,0.008,0.016,spam bot,7,69,49777,1,0,0
2814893105,0.068,0.044,spam bot,65,194,69261,1,0,0
2815531324,0.008,0.02,spam bot,11,55,39666,1,0,0
2815546623,0.02,0.016,spam bot,17,43,43827,1,0,0
2815655381,0.02,0.036,spam bot,12,31,28913,1,0,0
2815669702,0.024,0.032,spam bot,11,118,22516,1,0,0
2881189474,0.004,0.008,spam bot,12,47,13178,1,0,0
2882469599,0,0.112,spam bot,53,195,19025,0,0,0
2888024378,706.1532258,2.076612903,scam bot,851,198,34523,0,0,0
2910051577,903.516129,0,scam bot,0,2,34,1,0,0
2935209041,0.02,0.024,spam bot,60,143,29699,0,0,0
2942470996,0.06,0.16,spam bot,38,25,10091,1,0,0
2966279225,0.008,0.056,spam bot,64,59,131228,1,0,0
2967468803,0,0.02,spam bot,137,225,80295,1,0,0
2972849692,0.004,0,spam bot,598,528,76578,1,0,0
2974415139,0.02,0.092,spam bot,154,145,68055,1,0,0
2998463923,23.16470588,0.447058824,scam bot,845,58,89,1,0,0
3032781021,0.008,0,spam bot,77,73,58903,0,0,0
