,ID,Average of retweet_count,Average of favorite_count,bot_type,#of_friends,#of_followers,status_num,default_profile,geo_enabled,default_profile_image,avg_tweet_per_day
440,336051161,415.936,0.064,5,134,28,79,0,0,0,1.525423729
441,336713356,0,3,1,0,2,1,1,0,0,1
442,337161218,115.833,0.333,1,0,9,7,1,0,0,1
443,337653685,27.365,0.065,1,1561,532,8395,1,1,0,2.33557047
444,339021400,300.8,0.533,2,97,15,30,0,0,0,1.222222222
445,346747046,0,4,1,0,17,1,1,0,0,1
446,346790259,0,1.667,1,0,12,3,1,0,0,1
447,347506040,0.008,0.036,5,1285,176,16335,0,0,0,2.321285141
448,347579782,0.008,0.02,5,1278,745,20626,0,0,0,4.713709677
449,347587058,0.012,0.024,5,1570,743,21055,0,0,0,4.441295547
450,347595019,0.02,0.044,5,742,984,20325,0,0,0,4.931174089
451,349979518,0,0.22,1,137,32,41,0,1,0,1.566666667
452,351889016,1355.786,0.048,1,0,30,142,0,1,0,1.115384615
453,355303911,0,0.11,1,0,36,73,1,0,0,1.274193548
454,355821619,184.674,0.07,1,207,208,45,1,1,0,1.125
455,355843642,0,0,1,0,20,8,0,0,0,1
456,355993172,28.618,0.206,1,1209,25,34,0,0,0,1.653846154
457,357088003,1287.196,0.214,2,0,18,63,1,0,0,1.434782609
458,357110189,0,0.015,8,262,269,137,0,1,0,1.335766423
459,358424054,0,0,8,231,194,200,0,1,0,1.175
460,360201053,0,0.007,8,269,300,147,0,1,0,1.414965986
461,360743981,0.016,0.056,5,1409,624,23550,0,0,0,2.492
462,360747829,0.016,0.016,5,1307,454,23045,1,0,0,4.656
463,365334598,0,0.667,1,0,5,3,1,0,0,1.333333333
464,370384848,4.25,0,2,0,17,16,0,0,0,1.230769231
465,370960192,0.116,0.204,5,4611,5803,64237,0,0,0,1.089068826
466,373612487,86.943,0.264,1,59,193,55,0,1,0,1.212765957
467,377408959,10,0.692,1,0,11,13,1,0,0,1.083333333
468,377994769,123.041,0,1,0,8,49,1,0,0,2.966666667
469,382916532,189.445,0.012,1,0,60,340,1,0,0,1.711764706
470,384501016,976.365,0.036,1,0,6,163,0,0,0,1.175182482
471,390471074,38.214,0.286,1,701,16,14,0,0,0,1
472,391017238,0,1,1,0,6,3,1,0,0,2.5
473,393352485,0.076,0.096,5,0,1046,9544,0,0,0,1.248
474,395458764,0,0.036,1,0,5,6804,1,0,0,5.629032258
475,398813548,4.526,0,1,439,50,19,1,1,0,1.166666667
476,400069220,0.1,0.2,1,6,11,20,1,0,0,1.157894737
477,401190123,0,0.028,1,0,5,402,1,0,0,1.263392857
478,401287742,382,0,1,0,5,1,1,0,0,1
479,407185445,0,0,8,260,290,177,0,1,0,1.382857143
480,407371142,0,0.094,1,669,17,33,0,1,0,1
481,411288201,0,7,1,420,2,1,0,0,0,1
482,413650968,0,0.2,1,0,6,15,1,1,0,1
483,419862060,1236.101,0.275,2,0,25,73,1,0,0,1.679245283
484,420658286,3.983,0.041,1,0,17,124,0,0,0,1.356435644
485,422415442,0,0,1,0,6,6,1,0,0,1.6
486,422510662,4962.115,0,2,9,5,28,1,1,0,1.375
487,430175527,0.008,0.036,5,525,439,20394,0,0,0,2.4
488,430928749,0.016,0.052,3,25,1016,57554,0,0,0,1.054393305
489,433495525,2226.09,0.119,1,1154,16,90,1,0,0,1.388059701
490,434727810,1.113,1.182,3,9171,10003,2542,0,0,0,1.647058824
491,434775697,0.682,1.07,3,6386,9110,1067,0,0,0,1.075
492,434795107,5.076,1.181,3,9442,10135,2670,0,0,0,1.321285141
493,435591257,0,2.333,1,0,7,3,1,0,0,1.333333333
494,448310199,0,0.032,1,434,16,550,1,1,0,1.054852321
495,451920644,18.23,0.028,1,576,47,182,0,0,0,1.170886076
496,455075718,0,0.02,8,172,221,99,0,1,0,1.060606061
497,456934703,0.016,0.016,5,1347,579,19936,0,0,0,4.593495935
498,456939896,0.012,0.028,5,1302,564,20398,0,0,0,4.292
499,457013718,50.938,0.25,1,973,13,16,0,0,0,1.2
500,458941316,304.528,0.264,3,0,116,1937,0,0,0,1.203883495
501,461290098,101.804,0.33,2,0,50,120,0,0,0,1.477272727
502,465325633,0.116,0.408,3,8288,7479,3653,0,0,0,1.464
503,465393290,1.168,0.5,3,7237,6512,3604,0,0,0,1.348
504,465405613,1.206,0.444,3,7308,6547,3599,0,0,0,1.431451613
505,465418896,2.036,0.416,3,6661,5991,3671,0,0,0,1.42
506,465431259,0.305,0.948,3,14824,13823,935,0,0,0,1.048979592
507,466109264,0.628,1.052,3,12391,11559,3557,0,0,0,1.441767068
508,466139143,0.211,0.553,3,7602,6904,922,0,0,0,1.053497942
509,466161043,3.951,2.35,3,16376,15976,819,0,0,0,1.090534979
510,466189857,14,0,3,8783,8031,8,0,0,0,2
511,466221249,0.749,2.012,3,13858,13439,3033,0,0,0,1.068825911
512,466241419,33.8,0,3,7499,7012,11,0,0,0,1
513,466267904,0.452,0.952,3,8372,7124,2590,0,0,0,1.085020243
514,466272878,0.872,2,3,19172,18901,971,0,0,0,1.083682008
515,466289763,1.64,0.44,3,7496,6636,3702,0,0,0,1.472
516,466293888,1.273,3.225,3,11957,11390,2298,0,0,0,1.309236948
517,466295605,0.763,0.747,3,8729,8102,3451,0,0,0,1.417670683
518,466309651,1.57,0.928,3,7085,7010,3401,0,0,0,1.345381526
519,466310732,0.867,0.522,3,10422,9139,3502,0,0,0,1.449799197
520,466314172,1.123,1.613,3,15416,14679,1125,0,0,0,1.126086957
521,466365951,1.76,4.228,3,0,14109,2340,0,0,0,1.25203252
522,466366851,1.565,1.25,3,12847,11962,3642,0,0,0,1.471774194
523,466372053,1.137,0.916,3,10796,9965,3396,0,0,0,1.467741935
524,466379768,1.656,0.824,3,7183,7449,3621,0,0,0,1.556
525,466386773,5,0,3,9813,9399,4,0,0,0,1
526,466387081,3.58,0.368,3,6635,5928,3595,0,0,0,1.38
527,466395857,9.692,0.154,3,8975,11431,16,0,0,0,1.272727273
528,466409574,1.128,0.556,3,5446,4765,3440,0,0,0,1.404
529,466415815,2.996,0.612,3,9667,8451,3607,0,0,0,1.472
530,466485845,0.884,1.392,3,9289,8577,3629,0,0,0,1.532
531,466602487,0,0,2,90,2,17,1,1,0,1.818181818
532,467095185,4.037,3.134,3,17107,17044,973,0,0,0,1.052845528
533,467105761,0.156,0.152,3,669,855,3318,0,0,0,1.060240964
534,467109176,1.049,2.196,3,16080,17153,872,0,0,0,1.053497942
535,467110763,1,0,3,10229,10235,3,0,0,0,1
536,467132777,3.092,0,3,8616,8372,2400,0,0,0,7.409090909
537,467136996,0.24,0.836,3,10791,10361,3457,0,0,0,1.544
538,467153239,3.117,0.476,3,7294,6806,3575,0,0,0,1.463709677
539,467180613,1.352,2.834,3,14253,13937,2446,0,0,0,1.398373984
540,468059646,0.755,0.345,3,7434,6680,3507,0,0,0,1.224899598
541,468099552,13.536,0.301,3,7024,6278,952,0,0,0,1.046610169
542,468126635,0.972,0.546,3,5663,5528,3522,0,0,0,1.477911647
543,468129657,0.53,0.365,3,6298,6777,3523,0,0,0,1.43373494
544,468155641,2.149,0.39,3,6462,5706,3567,0,0,0,1.453815261
545,468691190,9804.872,0.128,2,0,20,51,1,0,0,1.75
546,469178446,0,3.5,1,0,5,2,1,0,0,1
547,470080932,3238.86,0.047,2,0,10,44,1,0,0,1.965517241
548,475035176,123.084,0.169,1,665,34,439,0,0,0,1.328638498
549,479896389,0.02,0.012,5,281,192,1157,1,0,0,1.024
550,481767405,98.469,0.156,2,277,151,98,1,0,0,1.19047619
551,486647349,0.519,0.269,1,0,780,54,1,0,0,1.454545455
552,509680266,3,0,3,6227,5516,6,0,0,0,1
553,512084670,92.612,0,1,0,11,652,1,0,0,8.810126582
554,514736144,0,0.182,1,1524,22,23,1,0,0,1
555,516315537,1387.922,0.117,2,0,31,110,1,0,0,1.727272727
556,520998731,0.016,0.036,5,1433,545,20084,0,0,0,4.550200803
557,522334559,0.008,0.008,5,1395,611,20462,0,0,0,4.719512195
558,522574094,0.012,0.037,5,1471,529,18952,0,0,0,4.433884298
559,531130708,0.02,0.048,5,613,852,23598,1,0,0,2.369477912
560,531134291,0.092,0.05,5,944,550,21307,1,0,0,2.59832636
561,531134893,0.016,0.064,5,1601,643,18628,1,0,0,4.735772358
562,531135197,0.016,0.032,5,528,478,22063,1,0,0,2.435483871
563,531137422,0.016,0.02,5,819,460,19921,1,0,0,2.459677419
564,531138997,0.016,0.04,5,1678,667,19398,1,0,0,2.752
565,531141808,0.012,0.036,5,1002,838,23156,1,0,0,2.313253012
566,531141814,0.012,0.044,5,1754,595,20019,1,0,0,2.596774194
567,531144512,0.165,0.033,5,534,522,22489,1,0,0,2.174273859
568,531146284,0.093,0.045,5,974,569,22953,1,0,0,2.367346939
569,531148316,0.012,0.028,5,1420,775,22098,1,0,0,2.76446281
570,531148975,0.016,0.032,5,1044,815,20036,1,0,0,2.703252033
571,531151339,0.099,0.053,5,1153,578,21722,1,0,0,2.334710744
572,531152071,0.057,0.069,5,987,526,25523,1,0,0,2.56846473
573,531153134,0.008,0.04,5,1212,853,19782,1,0,0,2.75708502
574,531154412,0.012,0.04,5,1490,961,21100,1,0,0,2.598393574
575,531154466,0.132,0.017,5,993,521,23243,1,0,0,2.397435897
576,531155971,0.098,0.102,5,556,476,22313,1,0,0,2.409836066
577,531156196,0.012,0.02,5,1150,605,23903,1,0,0,2.332
578,531157556,0.008,0.028,5,511,746,23342,1,0,0,2.483870968
579,531158939,0.116,0.024,5,810,668,21569,1,0,0,2.649193548
580,531160150,0.012,0.048,5,1330,688,22188,1,0,0,2.726907631
581,531165847,0.02,0.036,5,503,570,19364,1,0,0,2.308
582,531166864,0.024,0.032,5,1080,841,24746,1,0,0,2.357429719
583,531167072,0.024,0.036,5,1459,1029,21906,1,0,0,2.610441767
584,531170783,0.008,0.012,5,820,537,18389,1,0,0,4.363265306
585,531170807,0.012,0.02,5,482,428,21256,1,0,0,2.32388664
586,531217335,0.012,0.02,5,589,468,21224,1,0,0,2.346774194
587,531218934,0.012,0.044,5,1077,557,19905,1,0,0,2.546558704
588,531219372,0.028,0.036,5,851,900,24161,1,0,0,2.325301205
589,531230127,0.012,0.016,5,963,649,22171,1,0,0,2.34939759
590,531237552,0.012,0.02,5,914,838,21596,1,0,0,2.189516129
591,531240150,0.032,0.112,5,935,574,23341,1,0,0,2.265060241
592,531250998,0.112,0.028,5,1404,1078,23622,1,0,0,2.348178138
593,535781152,0.112,0.016,5,1172,914,21485,0,0,0,2.67611336
594,538453053,242.75,0,2,0,10,37,0,0,0,1.818181818
595,539052577,1.936,0.452,3,5810,5939,3580,0,0,0,1.4
596,539157095,0.208,0.62,3,8326,7718,3660,0,0,0,1.456
597,542163896,1.54,0.452,3,5638,5269,3510,0,0,0,1.485943775
598,542412215,2497.333,0.278,1,51,4,18,1,0,0,1.176470588
599,545647644,115.739,0.13,1,575,2,23,0,0,0,1
600,545708233,2.277,0.715,3,4826,4052,2854,0,0,0,1.413654618
601,548300100,0.004,0.016,1,799,13,518,1,0,0,1.204255319
602,549394334,14.822,0.259,5,4269,2478,13644,1,0,0,1.148471616
603,559842571,0.632,0.409,3,5201,4276,3711,1,0,0,1.085020243
604,569193926,49.231,0,2,0,1,13,1,0,0,1.181818182
605,569994470,2861.299,3.427,1,73,31,157,1,0,0,1.495575221
606,570726762,0.738,1.383,3,4964,5003,5147,1,0,0,1.282258065
607,576226470,0.711,1.072,3,6596,6109,4305,1,0,0,1.156626506
608,576917802,3.312,0.872,3,9478,8656,9097,1,0,0,1.53815261
609,580925947,1.332,1.804,3,13139,11750,8538,1,0,0,1.096
610,585411607,0.47,0.976,3,5128,4250,4512,1,0,0,1.305220884
611,585624973,0.96,2.226,3,7684,6446,5650,1,0,0,1.125
612,585856581,0.839,2.29,3,9796,8422,3977,1,0,0,1.052419355
613,585956153,1.348,0.776,3,10373,10979,10779,1,0,0,1.449799197
614,586123464,0.777,1.211,3,7798,6588,5133,1,0,0,1.279352227
615,605294402,0,3,1,0,3,1,0,0,0,1
616,613617309,5.446,2.839,3,16312,13798,2577,0,0,0,1.265060241
617,616211479,99.269,0.015,1,559,26,67,1,0,0,1.090909091
618,617486653,0.038,0,1,242,4,26,1,0,0,1.166666667
619,619027215,1.185,2.867,3,12883,12859,2494,0,0,0,1.274193548
620,621555892,0,0,1,241,1,29,1,0,0,1.068965517
621,626820204,0,0.667,1,0,8,3,0,0,0,2.5
622,703914774,0,0,8,209,290,295,0,1,0,1.852
623,707991344,0.04,0.036,5,1583,389,17219,1,0,0,4.189516129
624,711479551,0.016,0.012,5,1467,309,16364,1,0,0,4.417670683
625,711494346,0.187,0.021,5,554,475,18105,1,0,0,4.610878661
626,711547033,0.086,0.025,5,1729,563,19888,1,0,0,4.417355372
627,721305198,72.125,0.042,2,340,14,27,1,0,0,1.842105263
628,766190970,110.136,0.013,2,302,32,262,1,0,0,2.693877551
629,773903504,0,0,1,170,6,26,1,0,0,1.25
630,817101949,1636.197,0.066,2,0,17,80,1,0,0,2.076923077
631,845770021,69.182,0.273,1,0,1,11,1,0,0,1
632,869150966,6.726,0.904,1,0,1495,73,0,0,0,1.184615385
633,909766628,306.553,0.289,1,0,28,38,1,0,0,1.8125
634,915389299,427.286,0.048,2,6,12,23,0,0,1,1.5
635,926780918,0.072,0.1,5,786,686,2030,0,0,0,2.362694301
636,949652516,0.086,0.029,5,531,560,23072,1,0,0,2.25
637,956473088,0.024,0.04,5,578,603,98272,0,0,0,1.129554656
638,962735887,0.027,0.041,7,164,46,74,1,1,0,4.1875
639,968615329,473.825,0.163,2,400,51,89,1,0,0,1.376811594
640,969672378,1554.404,1.096,2,242,19,56,1,0,0,1.395833333
641,982414274,0.012,0.041,5,1356,416,21709,1,0,0,2.552301255
642,1013031680,0.024,0.02,5,1289,520,15005,1,0,0,4.369477912
643,1013213588,679.882,0,1,762,9,17,1,0,0,1.2
644,1021573561,0.048,0.272,3,169,192,1577,1,0,0,1.016064257
645,1103129532,1137.673,0,2,0,5,55,1,0,0,1.279069767
646,1103573989,2617.943,0.114,2,0,5,36,1,0,0,1.958333333
647,1119638359,0.328,0,5,88,20,3903,0,0,0,1.538095238
648,1124807293,0.037,0.148,1,206,8,27,1,0,0,1
649,1127237954,0,0.174,1,220,4,23,1,0,0,1
650,1129940900,0.071,0.143,1,181,4,14,1,0,0,1
651,1169254332,0.012,0.04,5,1017,386,20368,1,0,0,2.24
652,1174403390,0,0.04,1,152,9,25,1,0,0,1.260869565
653,1174413920,713.524,0.095,1,158,5,21,1,0,0,1.352941176
654,1174804556,599.28,0.04,1,159,3,25,1,0,0,1.304347826
655,1190158771,0.04,0.028,5,1585,336,19615,1,0,0,2.576612903
656,1207835467,0,0,1,30,1,4,1,0,0,1.333333333
657,1208229229,0,0,1,36,1,4,1,0,0,1
658,1273211215,0.478,1.263,3,1861,2930,3309,0,0,0,1
659,1303391600,0.646,0.976,3,3443,3555,5220,1,1,0,1.182926829
660,1367040230,0,0,1,19,1,1,1,0,0,1
661,1369249873,0,0,1,26,0,2,1,0,0,1
662,1369408290,0,0,1,27,0,7,1,0,0,1
663,1369480706,0,0,1,28,0,3,1,0,0,1
664,1370348599,0,0,1,20,1,2,1,0,0,1
665,1372026204,0.168,0.244,5,3514,11145,27271,0,0,0,1.188284519
666,1372882284,28.1,0.028,5,545,492,1959,1,0,0,1.048192771
667,1373641104,0,0,1,15,0,2,1,0,0,1
668,1380853662,0,0,1,14,0,1,1,0,0,1
669,1382419244,0,0,1,13,0,2,1,0,0,2
670,1386549638,0,0,1,15,0,2,1,0,0,1
671,1387393236,0,0,1,16,0,2,1,0,0,4
672,1388028872,0,0,1,12,0,1,1,0,0,1
673,1388819528,0,0,1,17,3,1,1,0,0,1
674,1391622127,0,0,1,14,0,2,1,0,0,1
675,1424964542,0.812,0.86,3,357,993,2256,0,0,0,1.091286307
676,1517148602,0.292,0.108,5,543,207,5622,1,1,0,1.52195122
677,1518824575,676.056,0,2,0,1,19,1,0,0,2.083333333
678,1532898176,0,0,2,0,0,4,1,0,0,1.333333333
679,1536537319,14.236,0.06,3,1109,546,3942,0,1,0,1.155844156
680,1568510904,516.644,0.047,2,0,29,214,1,0,0,1.204678363
681,1580244270,0.028,0.036,5,84,6416,41360,0,0,0,1.073170732
682,1699325190,0.016,0.048,5,1625,249,18028,0,0,0,2.502008032
683,1703777425,1640.346,0.038,2,0,2,30,1,0,0,1.6
684,1857062660,383.703,0.328,2,0,15,68,1,0,0,1.551020408
685,1858638313,0.048,0.04,5,972,177,1106,0,0,0,1.209677419
686,1870952172,0,0,2,25,0,5,0,0,0,1
687,1907435238,0.048,0.004,7,205,515,44766,0,0,0,1.16
688,2183757256,0.02,0.02,5,729,240,1071,0,0,0,1.116
689,2212593386,38.893,0.034,4,191,58,178,0,0,0,2.902654867
690,2231823601,0.008,0.02,5,86,23,294,0,0,0,1.128
691,2234906166,134.922,0.447,2,370,136,349,1,1,0,1.288372093
692,2260177964,2274.068,0,2,310,22,51,1,0,0,1.157894737
693,2262529256,4034.4,0.2,2,395,92,854,1,0,0,12.65909091
694,2263955958,262.511,0.111,2,0,5,48,1,0,0,1.735294118
695,2264854836,2951.254,0.149,2,0,19,71,1,0,0,1.482142857
696,2266193642,8.186,0.05,4,0,80,140,0,0,0,8.545454545
697,2268586645,4.4,1.384,3,5757,7388,2584,0,0,0,1.375510204
698,2268606518,0.285,0.948,3,72,100,2289,0,0,0,1.321285141
699,2268625764,5.862,4.089,3,12812,13927,2788,0,0,0,1.317073171
700,2274254095,4.663,1.191,3,7054,8487,2716,0,0,0,1.24796748
701,2277224702,0.912,1.763,3,7664,8397,2597,0,0,0,1.357429719
702,2281419193,0.558,1.213,3,3333,3920,2557,0,0,0,1.358870968
703,2281719673,1.132,2.708,3,3740,5778,2537,0,0,0,1.279835391
704,2348957142,0.037,0.059,4,186,31,136,0,0,0,7.304347826
705,2350056632,0.032,0.113,4,190,32,124,0,0,0,7.536585366
706,2350477716,0.038,0.031,4,184,37,130,0,0,0,8.609756098
707,2350916618,0.071,0.071,4,185,36,141,0,0,0,9.325
708,2350961034,0.042,0.059,4,173,30,118,0,0,0,9.184210526
709,2351219077,0.027,0.073,4,179,35,110,0,0,0,8.885714286
710,2351559656,63.066,0.029,4,845,120,136,0,0,0,8.097560976
711,2351824118,20.371,0.233,4,818,110,116,0,0,0,7.073170732
712,2351935423,0.031,0.031,4,184,30,129,0,0,0,13.69767442
713,2352008196,24.336,0.035,4,1295,139,143,0,0,0,8.333333333
714,2352067280,62.748,0.043,4,1029,182,140,0,0,0,7.25
715,2352110226,0.044,0.036,4,190,27,137,0,0,0,7.666666667
716,2352158130,0.03,0.038,4,187,35,132,0,0,0,16.28205128
717,2352159972,0.032,0.032,4,175,34,94,0,0,0,9.172413793
718,2352187580,1060.176,0,4,839,124,2517,0,0,0,1.022727273
719,2352207456,0.026,0.06,4,194,36,117,0,0,0,10.44117647
720,2352247068,0.022,0.082,4,167,33,134,0,0,0,7.926829268
721,2352702752,0.043,0.051,4,183,31,138,0,0,0,8.536585366
722,2352739142,0.009,0.017,4,179,72,117,0,0,0,10.52777778
723,2352828182,0.056,0.065,4,185,26,124,0,0,0,11.2972973
724,2352831228,0.045,0.061,4,191,45,132,0,0,0,13.78947368
725,2352846920,3.024,0.094,4,1105,102,127,0,0,0,8.095238095
726,2353047476,0.026,0.035,4,186,36,114,0,0,0,9.5
727,2353260758,0.043,0.051,4,199,33,117,0,0,0,7.380952381
728,2353351447,0.023,0.068,4,157,26,133,0,0,0,12.4
729,2353400918,19.136,0.058,4,881,99,154,0,0,0,7.222222222
730,2353562042,19.428,0.055,4,702,92,145,0,0,0,7.31372549
731,2353568059,57.779,0.06,4,584,73,149,0,0,0,8.52
732,2353578306,0.026,0.059,4,187,39,153,0,0,0,8.170212766
733,2353624196,3.921,0.137,4,1311,148,139,0,0,0,9.244897959
734,2353718966,0.057,0.082,4,163,31,122,0,0,0,12.44444444
735,2354063478,0,0.043,4,197,31,117,0,0,0,9.277777778
736,2354069323,0.043,0.036,4,191,28,138,0,0,0,6.5
737,2354084184,0.045,0.038,4,170,35,132,0,0,0,9.282051282
738,2354116309,0.02,0.04,4,174,33,100,0,0,0,7.588235294
739,2354194003,0.04,0.063,4,173,31,126,0,0,0,14.63636364
740,2354254531,0.008,0.031,4,176,30,128,0,0,0,15
741,2354667518,0.045,0.045,4,177,30,134,0,0,0,9.720930233
742,2354826618,0.036,0.036,4,168,36,112,0,0,0,9.138888889
743,2354846455,68.308,0.09,4,1198,122,134,0,0,0,13.84313725
744,2355003306,0.045,0.068,4,162,30,132,0,0,0,12.83333333
745,2355068754,0.05,0.05,4,175,32,120,0,0,0,9.111111111
746,2355678560,0.083,0.066,4,188,26,121,0,0,0,17.6
747,2355838308,0.008,0.05,4,193,26,120,0,0,0,9.657894737
748,2355860940,0.06,0.03,4,173,35,134,0,0,0,8.675
749,2355930697,58.57,0.086,4,823,118,128,0,0,0,7.285714286
750,2356086913,0.026,0.052,4,181,34,116,0,0,0,9.555555556
751,2356197007,0.068,0.107,4,173,31,103,0,0,0,8.424242424
752,2356911834,0.026,0.026,4,181,31,117,0,0,0,8.214285714
753,2356992192,0.02,0.069,4,162,23,101,0,0,0,8.588235294
754,2357047370,0.021,0.031,4,177,33,97,0,0,0,7.352941176
755,2357051431,0.075,0.047,4,171,43,106,0,0,0,7.944444444
756,2357317176,0.033,0.058,4,191,27,121,0,0,0,8.023255814
757,2357427223,22.469,0.035,4,888,119,113,0,0,0,6.951219512
758,2357496132,4.667,0.043,4,0,78,117,0,0,0,9.052631579
759,2357889667,0.046,0.037,4,175,41,109,0,0,0,9.6875
760,2357907529,0.034,0.069,4,176,36,116,0,0,0,7.536585366
761,2358098166,64.373,0.042,4,899,112,118,0,0,0,8.2
762,2358208177,0.022,0.065,4,182,30,92,0,0,0,10.76923077
763,2358250249,0.048,0.06,4,177,35,84,0,0,0,7.068965517
764,2358663804,0.05,0.075,4,170,34,120,0,0,0,9.421052632
765,2358710996,0.045,0.036,4,183,25,112,0,0,0,9.264705882
766,2359711226,0.049,0.073,4,181,29,82,0,0,0,7.592592593
767,2360091846,0.057,0.057,4,173,21,88,0,0,0,7.096774194
768,2360182716,0.029,0.067,4,175,35,104,0,0,0,10.75
769,2360206722,0.034,0.077,4,154,33,117,0,0,0,8.27027027
770,2360228768,17.692,0.085,4,803,102,117,0,0,0,8.133333333
771,2360251669,0.043,0.043,4,184,30,116,0,0,0,11.5
772,2360482604,0.034,0.068,4,161,24,88,0,0,0,9.133333333
773,2360648678,21.928,0.153,4,628,85,112,0,0,0,8.414634146
774,2361319741,0.071,0.061,4,168,22,98,0,0,0,7.028571429
775,2361352586,0.034,0.034,4,164,37,89,0,0,0,9.607142857
776,2361587412,0.071,0.06,4,167,40,84,0,0,0,9.538461538
777,2361675468,0.081,0.093,4,150,33,86,0,0,0,7.821428571
778,2361700004,0.025,0.062,4,155,32,80,0,0,0,9.62962963
779,2361704293,0.032,0.129,4,165,35,93,0,0,0,9.5625
780,2362227691,0.041,0.092,4,181,43,98,0,0,0,9.9375
781,2362315692,0.023,0.023,4,165,26,88,0,0,0,7.161290323
782,2362425720,0.066,0.066,4,178,40,106,0,0,0,8.820512821
783,2362544011,0.019,0.029,4,153,18,103,0,0,0,9.742857143
784,2362599654,85.215,0.151,4,772,153,93,0,0,0,6.25
785,2362667418,0.038,0.133,4,171,29,105,0,0,0,14.64516129
786,2363203543,0.02,0.049,4,169,43,102,0,0,0,10.05882353
787,2363279784,0.03,0.051,4,183,26,99,0,0,0,7.971428571
788,2363464135,0,0.046,4,164,39,109,0,0,0,11.20588235
789,2363606850,29.776,0.052,4,992,141,117,0,0,0,7.85
790,2363643973,0.039,0.029,4,164,29,103,0,0,0,7.484848485
791,2364065282,0.035,0.061,4,181,39,115,0,0,0,10.54054054
792,2364236432,0.011,0.053,4,182,37,95,0,0,0,7.566666667
793,2364278676,0.057,0.057,4,182,25,105,0,0,0,8.648648649
794,2366113250,0.049,0.02,4,176,26,102,0,0,0,14.71875
795,2366546125,0.089,0.065,4,163,24,123,0,0,0,8.41025641
796,2366559954,0.035,0.035,4,185,40,113,0,0,0,7.947368421
797,2366598108,0.028,0.028,4,166,30,108,0,0,0,9.393939394
798,2368471386,0.019,0.057,4,183,28,105,0,0,0,14.90322581
799,2368720850,0.021,0.063,4,195,33,95,0,0,0,11.5625
800,2370390223,25.44,0.112,4,1236,191,134,0,0,0,11.93333333
801,2370729744,10.408,0.108,4,919,106,121,0,0,0,7.921052632
802,2370793416,0.042,0.1,4,172,37,120,0,0,0,9.189189189
803,2370874855,0.036,0.054,4,173,28,112,0,0,0,8.638888889
804,2371056121,0.045,0.081,4,171,50,111,0,0,0,12.52941176
805,2371108268,0.055,0.036,4,171,42,110,0,0,0,11.68965517
806,2372253000,0.056,0.019,4,152,23,107,0,0,0,6.743589744
807,2372328596,0.064,0.046,4,188,33,109,0,0,0,9.676470588
808,2372355884,0.024,0.04,4,157,28,125,0,0,0,13.02941176
809,2372365974,0.051,0.042,4,190,25,118,0,0,0,10.36111111
810,2372957832,0.025,0.059,4,197,44,118,0,0,0,11.69230769
811,2372968790,0.033,0.041,4,165,23,121,0,0,0,8.567567568
812,2374328761,0.11,0.073,4,159,19,82,0,0,0,7.333333333
813,2374446264,0.078,0.068,4,169,28,103,0,0,0,8.03125
814,2374553130,0.067,0.04,4,159,23,75,0,0,0,9.181818182
815,2375209765,0.033,0.022,4,167,32,91,0,0,0,7.0625
816,2375595570,0.087,0.152,4,173,31,92,0,0,0,12.24
817,2376970520,0.09,0.079,4,180,35,89,0,0,0,10.07142857
818,2377108531,0.031,0.061,4,155,36,98,0,0,0,10.375
819,2377935157,0.024,0.048,4,168,29,84,0,0,0,9.565217391
820,2378476622,0.023,0.047,4,174,17,86,0,0,0,11.625
821,2378812603,0.034,0.08,4,157,26,87,0,0,0,11.66666667
822,2379702133,0.027,0.014,4,163,41,73,0,0,0,8.958333333
823,2380383847,0.066,0.092,4,173,23,76,0,0,0,12.47619048
824,2380732760,0.048,0.058,4,150,35,104,0,0,0,11.41935484
825,2380735502,0.022,0.043,4,164,23,92,0,0,0,13.71428571
826,2380870878,0.038,0.038,4,151,24,79,0,0,0,8.6
827,2380880329,0.057,0.034,4,145,27,87,0,0,0,10.65384615
828,2381212399,0.051,0.026,4,142,22,78,0,0,0,7.333333333
829,2381447276,0.054,0.122,4,153,33,74,0,0,0,7.56
830,2382299202,0.054,0.068,4,180,41,74,0,0,0,7.875
831,2382480786,0.045,0.034,4,147,22,88,0,0,0,8.535714286
832,2382818402,0.025,0.062,4,164,25,81,0,0,0,6.821428571
833,2383162592,0.023,0.034,4,176,26,88,0,0,0,8.833333333
834,2383403694,0.054,0.108,4,141,32,74,0,0,0,9.56
835,2383725247,0.01,0.039,4,175,27,102,0,0,0,10.4137931
836,2384187024,0.033,0.044,4,172,35,91,0,0,0,7.833333333
837,2384243040,0.042,0.028,4,160,38,71,0,0,0,7.333333333
838,2384614712,0.033,0.109,4,161,27,92,0,0,0,9.321428571
839,2384657844,0.012,0.012,4,157,22,83,0,0,0,8.933333333
840,2384784373,0.014,0.041,4,160,30,73,0,0,0,6.923076923
841,2384832716,411.611,0.158,4,489,96,95,0,0,0,8.363636364
842,2385017492,19.209,0.044,4,900,70,91,0,0,0,8.4
843,2386012454,0.012,0.098,4,142,31,82,0,0,0,9.185185185
844,2386538774,0.062,0.111,4,154,31,81,0,0,0,8.678571429
845,2391867347,2.977,0.409,4,43,7,45,1,1,0,1.186046512
846,2392882105,0.012,0.008,5,84,20,795,0,0,0,1.036
847,2448331436,302.884,0.222,2,0,38,266,1,0,0,1.204188482
